SubjectNo,Subject,Condition,pType,trialsequence,stimulusNo,word1,word2,word3,word4,word5,word6,wl1,wl2,wl3,wl4,wl5,wl6,probeAns,probeACC,probeRT
17,11,4,0,92,95,834.2528318,1000.913006,1785.094293,950.9898676,917.5323679,417.216387,3,3,3,3,3,3,j,1,1935.65737
17,11,2,3,93,69,1201.180631,800.8648974,1217.765922,800.7934771,500.720078,450.2435094,3,3,3,3,3,3,f,1,1552.864049
17,11,3,2,96,65,1067.651464,1685.012114,1985.269165,900.1871152,1118.562429,1151.114343,3,3,3,2,3,3,f,1,1152.459272
17,11,4,5,97,5,1634.961594,1551.603835,1985.23732,1484.81931,1401.469899,417.0617975,3,3,3,3,3,3,f,1,1202.472381
17,11,2,6,98,13,784.1649012,2369.067009,1084.3966,700.7112973,617.2153358,483.9294923,3,3,3,3,3,3,f,1,1285.929695
17,11,4,1,100,182,717.3540953,934.2833787,934.3050212,1351.430819,750.6112469,1601.711553,3,3,3,3,3,3,j,1,1119.160381
17,11,2,1,102,148,1334.670223,834.1368897,1017.707611,733.8710575,617.4716452,533.8071811,3,3,3,3,3,3,j,1,1269.32709
17,11,2,1,104,145,1451.490119,784.1064665,817.5049128,617.3900219,550.4969744,567.1985165,3,3,3,3,3,3,j,1,1002.321316
17,11,2,0,106,119,1017.798509,817.45328,817.3608354,700.7465436,550.4886266,667.4689862,3,3,3,3,3,3,j,1,2337.026477
17,11,3,6,107,168,1101.187495,784.1077031,1568.113377,717.3995447,667.3651021,500.5178749,3,3,3,2,3,3,f,1,2003.407771
17,11,1,2,108,178,800.953941,733.9690673,1017.719669,667.2488507,2152.332508,1000.944233,3,3,2,3,3,3,f,1,2537.21217
17,11,1,7,111,105,733.8639463,584.1109186,850.8776974,2135.433401,2352.367322,1000.956909,3,3,2,3,3,3,f,1,2086.776351
17,11,1,1,112,187,1184.465176,634.0393127,1017.641756,1785.079144,1167.85917,583.9612759,3,3,2,3,3,3,j,1,2003.304815
17,11,1,1,113,101,1217.860221,717.3506944,1051.0974,1584.538513,2252.576389,717.3627524,3,3,2,3,3,3,j,1,1068.987117
17,11,2,0,114,149,834.1637882,700.8529013,917.4176625,717.379448,767.4123447,500.6229957,3,3,3,3,3,3,j,1,2053.4249
17,11,3,1,115,170,833.9841552,817.7000048,1151.131966,1117.760728,750.7352277,667.3236721,3,3,3,2,3,3,j,1,1601.872326
17,11,4,3,116,112,700.4902342,684.1266249,700.6837804,1151.210807,934.2552434,917.5320588,3,3,3,3,3,3,f,1,2103.444811
17,11,3,3,117,183,1034.424612,834.1974887,1584.835016,1367.919646,1651.753416,867.6147951,3,3,3,2,3,3,f,1,1302.657208
17,11,2,2,118,127,633.962018,1651.726208,1067.695676,867.5427564,533.8495387,567.216758,3,3,3,3,3,3,f,1,1085.750804
17,11,4,1,119,186,1218.192898,967.7350039,1467.973072,1351.354761,767.5007698,500.4381067,3,3,3,3,3,3,j,1,1502.802399
17,11,4,0,120,108,1618.233771,867.5223506,934.2085574,734.184565,683.9763639,483.7832507,3,3,3,3,3,3,j,1,1886.512745
17,11,4,0,121,114,2502.527539,1134.389613,583.9059329,1084.467402,784.0535968,467.1729165,3,3,3,3,3,3,j,1,2136.781112
17,11,4,1,122,102,884.1966849,1101.095669,850.9491178,934.1989728,550.5881822,450.4126303,3,3,3,3,3,3,j,1,1119.140284
17,11,2,4,123,163,1568.285281,583.8954208,984.046362,584.2080009,550.5022304,1317.971464,3,3,3,3,3,3,f,1,1202.631917
17,11,4,7,124,142,1367.97437,600.6090209,750.7553244,583.9442711,650.5977049,467.2848392,3,3,3,3,3,3,f,1,1536.120459
17,11,4,2,126,160,1351.323843,617.2215194,1284.607955,1201.270293,583.8620295,467.1484913,3,3,3,3,3,3,f,1,952.2101972
17,11,2,0,127,116,1184.489292,717.4267524,700.7032586,734.1168548,1534.829327,500.495614,3,3,3,3,3,3,j,1,1569.645359
17,11,1,3,128,153,684.0184123,1818.484083,1051.021651,700.6976934,1935.236268,817.5008936,3,3,2,3,3,3,f,1,1052.398735
17,11,4,7,129,100,900.9214153,817.5253187,900.8883332,950.895568,834.2806579,683.9241126,3,3,3,3,3,3,f,1,1586.226012
17,11,4,0,130,180,734.0735698,1618.329308,1201.118177,867.5597612,717.4415929,483.946188,3,3,3,3,3,3,j,1,1853.183555
17,11,2,0,131,181,1051.136357,1184.438277,1117.887491,1034.265384,784.1772684,617.0239539,3,3,3,3,3,3,j,1,1702.990565
17,11,2,3,132,162,1434.771572,1000.976078,667.4794983,833.7120776,767.7348184,600.636847,3,3,3,3,3,3,f,1,1336.048544
17,11,4,1,133,128,884.2136897,467.2495928,1201.150641,517.1340836,650.6474827,700.7997225,3,3,3,3,3,3,j,1,1019.032752
17,11,4,0,134,110,1384.746714,1117.722389,1134.441555,967.6638927,683.9692528,800.8528394,3,3,3,3,3,3,j,1,1719.864011
17,11,3,3,135,164,1151.141242,667.3122325,1117.832457,667.3675756,1251.18632,700.6519349,3,3,3,2,3,3,f,1,1969.850407
17,11,1,7,136,166,984.300198,900.8938984,634.0226171,1534.755124,2252.259171,483.8413763,3,3,2,3,3,3,f,1,1218.070772
17,11,4,0,138,199,650.6595407,1935.350046,1684.960481,1251.326996,950.8563022,550.575815,3,3,3,3,3,3,j,1,2103.433371
17,11,1,6,139,107,567.2736469,817.4628645,1601.622201,1651.596972,1935.324694,734.0942848,3,3,2,3,3,3,f,1,1252.512389
17,11,1,0,140,194,1418.012214,1101.106181,1101.064442,533.9605339,2569.200451,767.4547022,3,3,2,3,3,3,j,1,2637.260031
17,11,2,5,141,147,667.3681939,734.0052412,1418.149489,500.4399618,717.3788297,500.5518845,3,3,3,3,3,3,f,1,1786.871145
17,11,1,7,142,137,934.3130598,1468.092106,1117.770312,650.658304,2752.69264,483.9981301,3,3,2,3,3,3,f,1,1319.261359
17,11,1,4,143,126,767.2806344,633.90853,1117.704457,1468.159507,617.2839735,517.2401319,3,3,2,3,3,3,f,1,1318.226846
17,11,3,7,145,174,1434.79507,984.298343,1868.52038,1151.143406,934.3631468,1084.175846,3,3,3,2,3,3,f,1,968.9247248
17,11,3,2,146,135,567.2266517,1534.818815,1334.741335,767.4049244,1534.866119,450.5047657,3,3,3,2,3,3,f,1,1669.631075
17,11,4,4,148,198,1000.996175,867.6225246,1351.286432,1101.130915,600.5750112,450.4491134,3,3,3,3,3,3,f,1,1102.51511
17,11,2,5,149,185,700.7109881,1501.520233,1217.912782,800.7297862,817.5185167,533.8937513,3,3,3,3,3,3,f,1,1469.583585
17,11,3,0,151,151,717.2072353,617.2193551,2952.666855,684.3010018,1568.263638,600.6526151,3,3,3,2,3,3,j,1,2003.309452
17,11,2,6,152,111,1434.705099,1217.850637,951.000998,717.2866943,684.0919969,500.4820101,3,3,3,3,3,3,f,1,1169.249857
17,11,3,0,154,156,1051.333304,1301.325574,1501.563828,533.8257319,1835.125953,633.9833513,3,3,3,2,3,3,j,1,1769.720675
17,11,4,1,156,158,1585.144195,800.8568587,1217.862386,1751.736968,1201.251742,467.1166458,3,3,3,3,3,3,j,1,1202.432497
17,11,1,1,158,188,984.3577053,1368.040225,533.8263502,1768.451495,2602.607554,1434.827843,3,3,2,3,3,3,j,1,1252.564949
17,11,2,0,159,115,667.3712857,884.1496896,967.6422502,1351.361872,767.4571757,433.7178902,3,3,3,3,3,3,j,1,1503.029336
17,11,1,0,160,109,1201.020476,734.2606231,684.0524219,1951.905347,1418.120117,517.1619097,3,3,2,3,3,3,j,1,2286.938856
17,11,3,5,161,122,1084.374339,1801.770792,1117.837095,1001.036677,1200.864032,717.6911004,3,3,3,2,3,3,f,1,1386.535006
17,11,1,1,162,141,617.2833552,1851.86336,667.2748218,700.6915098,1701.740864,1351.301891,3,3,2,3,3,3,j,1,1903.203466
17,11,2,0,164,117,850.9141806,750.7902616,700.6169977,767.4420259,483.854671,667.3069764,3,3,3,3,3,3,j,1,1802.06544
17,11,4,3,165,125,650.8091834,600.5014266,1251.14118,867.6416937,1017.699881,700.664302,3,3,3,3,3,3,f,1,2052.331952
17,11,4,1,166,146,1501.214146,717.4100567,784.0610171,700.8566114,1000.84344,600.5845957,3,3,3,3,3,3,j,1,1119.125753
17,11,2,1,167,167,600.5697551,750.7593437,1901.747233,767.5746636,767.466451,750.7689283,3,3,3,3,3,3,j,1,985.6692427
17,11,1,4,168,136,617.1822536,734.1109804,1017.651958,2319.018035,2585.866128,483.5992891,3,3,2,3,3,3,f,1,1119.073811
17,11,3,0,169,172,1217.899796,1952.020052,1768.377911,1051.080395,934.2846154,667.2636914,3,3,3,2,3,3,j,1,2403.807911
17,11,2,3,171,123,1885.199971,767.4355331,717.4453031,734.0701688,683.957504,550.7396799,3,3,3,3,3,3,f,1,1853.1514
17,11,4,2,172,134,750.7036915,1051.073902,734.0407968,1268.031939,850.8866636,817.3691833,3,3,3,3,3,3,f,1,1703.030449
17,11,3,1,177,129,734.2652607,533.8544855,2302.290831,617.3015967,1518.179727,750.744194,3,3,3,2,3,3,j,1,868.896033
17,11,2,4,179,177,1151.121145,500.5055077,800.822849,734.0469804,667.2890441,517.2051947,3,3,3,3,3,3,f,1,1085.727616
17,11,3,4,180,189,934.2577168,1167.815885,1735.104373,1234.591754,2068.728643,667.2856431,3,3,3,2,3,3,f,1,1586.242399
17,11,2,5,181,130,584.0858751,617.2564566,850.8059679,967.6774966,700.7088239,533.8424275,3,3,3,3,3,3,f,1,1119.136574
17,11,4,0,182,171,650.5148449,600.697446,583.7692757,1017.778413,617.3340605,500.4430535,3,3,3,3,3,3,j,1,2003.292447
17,11,3,0,184,121,1217.95885,717.0458438,1268.240017,884.2390424,2469.147025,633.9311001,3,3,3,2,3,3,j,1,1953.897387
17,11,3,5,185,165,1051.058753,483.8376662,1184.590393,650.5973957,2085.350727,784.1546984,3,3,3,2,3,3,f,1,2420.440506
17,11,2,2,187,124,2018.748307,600.6186054,1117.715897,800.6592934,500.6894693,633.9233706,3,3,3,3,3,3,f,1,1035.691009
17,11,3,1,188,152,984.5156958,884.0356026,1334.66775,1267.916925,1201.397056,500.3252563,3,3,3,2,3,3,j,1,1018.968752
17,11,4,7,189,132,1001.06945,1885.302618,1835.062572,800.8132645,617.2947948,450.4723019,3,3,3,3,3,3,f,1,1035.619589
17,11,4,6,190,184,550.5619019,633.9363561,1051.002791,934.3207894,834.1520394,450.4525145,3,3,3,3,3,3,f,1,2070.007408
17,11,2,1,192,157,617.3111813,1034.40266,967.5411487,617.4184664,567.1060719,533.5279925,3,3,3,3,3,3,j,1,1052.452841
17,11,1,0,195,192,1034.380399,617.2787175,1117.739085,2002.00719,784.2378675,483.7282168,3,3,2,3,3,3,j,1,1903.208413
19,12,3,1,2,63,1167.857934,917.5855466,1117.779588,1134.435371,1117.803085,1001.004213,3,3,3,2,3,3,j,1,1936.666531
19,12,2,7,3,8,1117.783298,867.4302152,917.6653149,1885.374966,683.9599775,867.4781378,3,3,3,3,3,3,f,1,1752.03347
19,12,2,2,5,90,950.786737,867.5514134,1134.71085,1251.09573,1418.086108,617.4153746,3,3,3,3,3,3,f,1,1836.530554
19,12,2,3,10,69,917.39231,717.3426556,817.5126424,1084.466475,817.5030577,817.4384395,3,3,3,3,3,3,f,1,2220.238426
19,12,1,0,11,18,684.0283058,734.282884,883.9808779,1318.004855,667.338822,750.7692373,3,3,2,3,3,3,j,1,2937.604271
19,12,1,0,13,94,700.8021961,817.4863621,1251.249083,1901.925629,1735.092933,1017.775012,3,3,2,3,3,3,j,1,2903.188625
19,12,1,1,14,19,934.679437,1000.942687,1034.377307,1701.768999,2168.788253,867.5279159,3,3,2,3,3,3,j,1,2737.388278
19,12,2,7,15,21,933.91762,968.0036805,850.8019485,1634.848743,1334.944465,583.8530634,3,3,3,3,3,3,f,1,2103.333816
19,12,3,2,17,0,617.3702346,784.0390652,901.0215895,900.8029997,800.8005882,600.6084024,3,3,3,2,3,3,f,1,2603.877353
19,12,4,4,18,35,767.5820841,784.0545243,1668.221837,1484.923503,1417.984079,617.2774807,3,3,3,3,3,3,f,1,3271.275227
19,12,4,0,19,95,734.0642943,884.1945208,717.298443,801.0197962,1234.498073,1167.751885,3,3,3,3,3,3,j,1,3687.527903
19,12,4,6,20,60,867.4428915,884.2467719,734.041106,1584.93519,1618.239955,583.9662228,3,3,3,3,3,3,f,1,2170.13782
19,12,2,0,23,28,850.9033592,817.3951544,867.6682829,1534.739047,700.7935387,1201.172593,3,3,3,3,3,3,j,1,2220.282639
19,12,1,3,24,15,817.4155601,1084.408658,1017.169021,1618.721965,967.723255,1017.667417,3,3,2,3,3,3,f,1,1986.62677
19,12,3,7,25,79,1117.805868,984.3539952,1251.191576,1284.696998,1034.366486,967.6011293,3,3,3,2,3,3,f,1,3387.975162
19,12,2,1,30,6,767.5013882,717.4814772,1050.931062,1668.336543,500.4965416,667.3014113,3,3,3,3,3,3,j,1,1769.860115
19,12,1,1,32,38,1234.605976,1017.628461,1051.055043,1818.545919,1134.559352,1784.97495,3,3,2,3,3,3,j,1,1202.541328
19,12,1,1,34,16,717.3256509,1067.695367,1651.69931,2085.495113,633.8822497,1534.884979,3,3,2,3,3,3,j,1,1302.596609
19,12,4,1,35,31,834.4389577,934.1250788,1301.363603,1151.238633,1851.767824,533.2806492,3,3,3,3,3,3,j,1,3187.754841
19,12,2,1,37,86,950.9036066,734.017299,1184.656867,1184.429311,834.2166578,500.4248118,3,3,3,3,3,3,j,1,1135.689092
19,12,4,1,38,24,950.9697708,1234.622981,1101.018992,2636.04403,1484.761184,867.5903701,3,3,3,3,3,3,j,1,2870.884054
19,12,3,0,39,52,867.4654616,767.4339872,984.3181302,1401.410227,1468.183004,1418.0892,3,3,3,2,3,3,j,1,1536.212285
19,12,3,7,40,32,1367.664573,884.6298447,1334.693412,1518.199205,2268.95824,533.7577125,3,3,3,2,3,3,f,1,1986.699118
19,12,3,0,41,40,784.6685541,750.6331985,950.9119545,1317.989087,984.3029806,1001.08089,3,3,3,2,3,3,j,1,2503.857318
19,12,3,3,42,77,1200.987394,917.784658,784.1410947,1735.031715,834.1792473,717.2938054,3,3,3,2,3,3,f,1,1235.894325
19,12,4,0,43,3,867.5767661,1051.085033,1000.968658,1268.152829,884.0219986,900.8991546,3,3,3,3,3,3,j,1,2769.792405
19,12,4,3,44,55,667.1802131,967.6849167,967.6960474,1635.073208,583.7587635,400.5389609,3,3,3,3,3,3,f,1,1069.06132
19,12,3,2,46,65,767.4791273,784.0585436,1167.903692,650.6709803,1418.09631,583.8447155,3,3,3,2,3,3,f,1,1369.525831
19,12,1,6,47,51,900.8595797,767.4547022,967.6104048,3069.757282,1868.495646,1301.349072,3,3,2,3,3,3,f,1,3037.710257
19,12,1,0,48,46,767.4630501,1201.18496,1267.920944,1634.923256,517.2110691,500.425121,3,3,2,3,3,3,j,1,1886.586639
19,12,4,7,49,54,767.4571755,1284.63238,717.343274,733.9335117,934.3826252,533.9793938,3,3,3,3,3,3,f,1,1603.300424
19,12,4,1,50,45,800.8695352,834.1269959,1017.676074,1134.50741,1101.036306,800.7851292,3,3,3,3,3,3,j,1,2035.612168
19,12,2,1,51,23,950.9530752,967.5185787,1134.267796,1334.960543,850.8603834,817.639715,3,3,3,3,3,3,j,1,3137.860147
19,12,1,5,53,57,1518.125621,967.659255,1051.041748,1151.150517,817.4390579,784.1296548,3,3,2,3,3,3,f,1,1436.029931
19,12,1,4,54,25,934.3742775,733.9610285,1017.708538,400.419927,367.051471,266.9451751,3,3,2,3,3,3,f,1,1686.313448
19,12,3,1,55,97,767.3826634,1051.122444,1384.670656,750.7701651,417.0562322,450.4110843,3,3,3,2,3,3,j,1,2904.229322
19,12,1,6,56,62,767.471398,850.7348567,1368.075472,784.1200703,433.7602477,350.216982,3,3,2,3,3,3,f,1,1352.738337
19,12,2,6,57,98,800.7767813,850.8690405,817.4557535,617.4308334,383.6543849,366.9849974,3,3,3,3,3,3,f,1,1502.932254
19,12,2,7,58,11,650.913995,667.0605608,666.7291208,350.9905478,350.2828369,316.5789216,3,3,3,3,3,3,f,1,1452.734565
19,12,1,0,59,9,667.3607735,667.1965995,1017.7005,417.1848507,367.0063308,316.9960042,3,3,2,3,3,3,j,1,1801.917652
19,12,4,4,62,48,717.3862499,951.0133653,917.3697396,684.0706635,383.7913512,517.1881898,3,3,3,3,3,3,f,1,1035.732439
19,12,3,6,66,41,683.9754365,750.7043099,867.5869689,1551.573226,2301.923217,600.9614849,3,3,3,2,3,3,f,1,1669.687964
19,12,3,0,67,75,633.9573802,700.886911,717.2477378,1001.047499,934.296055,667.3057396,3,3,3,2,3,3,j,1,1569.688026
19,12,2,4,68,73,800.8525304,700.7638577,1684.956152,1167.639653,784.3621576,617.2011136,3,3,3,3,3,3,f,1,1703.029522
19,12,4,2,69,27,767.4444993,917.5759621,800.8039892,934.3269728,800.7353514,533.8906595,3,3,3,3,3,3,f,1,1252.709645
19,12,3,0,70,34,817.4192703,900.9143042,950.9524568,884.2010135,784.1240896,517.190045,3,3,3,2,3,3,j,1,1352.763071
19,12,3,6,71,49,884.2149263,1034.396786,1251.070996,1751.959268,1084.409585,2202.078178,3,3,3,2,3,3,f,1,3604.931962
19,12,3,1,72,47,1117.793501,867.4775197,884.2882018,1418.099402,1384.574811,517.2413685,3,3,3,2,3,3,j,1,1552.78459
19,12,3,4,73,56,884.1697862,1201.209385,850.94077,817.4418402,734.1749805,633.7922786,3,3,3,2,3,3,f,1,1436.081873
19,12,3,1,78,4,717.4013997,667.3385126,1067.768024,1634.924183,2002.016775,500.6307252,3,3,3,2,3,3,j,1,1319.452432
19,12,3,4,79,99,667.4170443,1251.132214,867.5619254,750.8035563,684.0041899,767.4500647,3,3,3,2,3,3,f,1,1069.125939
19,12,2,0,83,59,667.7642523,650.6208933,817.5200624,1568.239832,500.4640776,417.1029183,3,3,3,3,3,3,j,1,1886.592513
19,12,1,2,84,53,817.510169,583.8892371,984.0695504,2636.141421,867.642621,550.5244914,3,3,2,3,3,3,f,1,1519.59453
19,12,1,5,86,82,734.1397339,700.1519925,1017.575591,1335.293838,2235.61019,1034.308669,3,3,2,3,3,3,f,1,1202.448883
19,12,1,3,87,58,667.3966385,733.8293183,1050.753593,901.4006427,1367.920573,567.2507677,3,3,2,3,3,3,f,1,1636.262619
19,12,2,7,88,74,900.9019372,784.0740026,1568.343716,934.3486156,733.9369126,650.649647,3,3,3,3,3,3,f,1,1835.351036
19,12,4,5,89,87,884.1895738,784.256109,983.607637,3303.506523,550.187177,467.0888197,3,3,3,3,3,3,f,1,1864.640802
19,12,2,1,90,37,1034.406679,1735.081803,1150.957589,850.1427788,1085.30404,1017.191282,3,3,3,3,3,3,j,1,1452.795164
19,12,4,5,92,20,900.8623622,1133.839274,1201.876593,1384.711468,800.9248781,783.5443788,3,3,3,3,3,3,f,1,1285.978236
19,12,3,0,93,84,1101.162761,950.5492873,1284.900747,1117.898003,834.073199,1001.055228,3,3,3,2,3,3,j,1,1903.346307
19,12,3,1,94,67,1634.937169,1418.056427,1951.875665,984.512913,984.2525844,850.8118424,3,3,3,2,3,3,j,1,1285.994313
19,12,1,1,95,88,1251.346784,834.1297784,1284.671646,1568.246015,734.1987873,850.6881706,3,3,2,3,3,3,j,1,1019.09768
19,12,2,1,96,81,784.0492683,700.702331,1201.23381,1284.595588,717.3646074,834.213566,3,3,3,3,3,3,j,1,1719.744358
19,12,4,0,97,80,650.6205841,851.0743354,817.4436954,2085.317335,667.292136,784.2387951,3,3,3,3,3,3,j,1,1202.624497
19,12,2,6,98,13,734.1128355,683.9544121,800.8089361,750.7176045,666.7609662,834.7917309,3,3,3,3,3,3,f,1,1335.976814
19,12,1,1,99,43,734.0197726,917.6158463,1267.948461,1134.449284,667.3542808,750.7513051,3,3,2,3,3,3,j,1,1668.626243
19,12,1,2,100,190,784.1027563,600.60933,934.2873981,1684.996964,917.5802907,834.171827,3,3,2,3,3,3,f,1,1502.623384
19,12,4,0,101,114,700.7218094,784.3278386,1534.599916,951.1255971,683.9374073,550.4292641,3,3,3,3,3,3,j,1,1435.945216
19,12,4,2,104,160,717.3995448,800.76596,750.7293534,1501.561973,1584.873972,767.4958229,3,3,3,3,3,3,f,1,1319.308045
19,12,3,5,107,122,951.005945,734.0355406,1801.753478,1318.079986,817.3762944,717.4746753,3,3,3,2,3,3,f,1,2387.22633
19,12,4,7,108,100,851.0403256,767.2429145,967.6202985,1101.136171,1184.501041,600.6328277,3,3,3,3,3,3,f,1,1787.039339
19,12,3,6,111,168,750.7537785,617.3343696,1484.804469,1785.123666,467.1293222,550.5430419,3,3,3,2,3,3,f,1,1669.695694
19,12,3,0,112,121,784.1695391,734.10356,767.4166732,950.885365,800.7838926,900.9223429,3,3,3,2,3,3,j,1,2070.088413
19,12,2,0,114,149,650.2375114,684.4243642,1417.59173,617.7409401,450.0471808,284.0007273,3,3,3,3,3,3,j,1,968.9222514
19,12,2,0,115,181,750.8054113,700.6275097,1151.137222,784.0770944,583.9662228,550.6320857,3,3,3,3,3,3,j,1,1501.787673
19,12,1,0,116,131,684.6389347,884.1954481,951.0121285,517.122953,533.680727,517.4497552,3,3,2,3,3,3,j,1,1185.779496
19,12,1,0,118,192,1868.508632,917.5805999,1034.370814,650.63728,500.5555947,467.1070613,3,3,2,3,3,3,j,1,1769.827651
19,12,1,6,120,107,667.9497596,733.9532992,917.7005615,1101.040326,901.0008744,750.729044,3,3,2,3,3,3,f,1,2203.452169
19,12,3,3,125,164,634.1697862,934.1949534,750.7559427,834.0979333,634.1159891,617.2218286,3,3,3,2,3,3,f,1,1118.836052
19,12,1,7,126,105,701.3794333,767.4500644,951.0668532,1501.347402,684.1229147,950.9323603,3,3,2,3,3,3,f,1,2420.35239
19,12,3,5,129,165,617.2703695,834.1987256,900.8765842,717.4607622,567.128642,500.559923,3,3,3,2,3,3,f,1,1202.481347
19,12,3,1,131,170,734.1177824,600.5011173,550.1692446,717.776434,533.9231233,800.7047425,3,3,3,2,3,3,j,1,2103.374009
19,12,4,0,132,108,750.7361553,567.3107484,900.8635988,700.5978285,583.9832278,550.6858826,3,3,3,3,3,3,j,1,1202.493405
19,12,2,2,133,127,834.0889669,1284.62094,1267.976287,583.8808895,500.4269762,400.483927,3,3,3,3,3,3,f,1,1735.432721
19,12,1,2,135,178,717.5037379,733.9622653,767.5267409,2252.183422,934.2351467,467.1568391,3,3,2,3,3,3,f,1,2036.678836
19,12,3,7,137,174,700.691819,750.7522327,817.4338017,550.5399501,450.503529,450.453751,3,3,3,2,3,3,f,1,1185.83051
19,12,2,0,138,119,900.8945166,1184.509698,1201.186505,917.7150927,633.814849,483.8886806,3,3,3,3,3,3,j,1,1069.068431
19,12,4,3,140,112,633.9116218,750.7680007,750.7531601,1251.222185,600.6322093,867.5427563,3,3,3,3,3,3,f,1,2370.554778
19,12,1,1,141,188,733.5015885,634.4341345,884.3719894,1501.568465,784.0656547,834.0129089,3,3,2,3,3,3,j,1,1336.055036
19,12,3,2,142,135,550.6886654,850.808132,650.670053,984.388314,916.8960776,617.9017131,3,3,3,2,3,3,f,1,1152.454634
19,12,4,1,143,102,750.9012569,1751.732639,1051.042984,1067.700623,617.4113553,650.5986324,3,3,3,3,3,3,j,1,2620.492633
19,12,4,2,144,134,934.3059487,1067.693203,767.4581031,650.7025165,734.0083329,800.7461727,3,3,3,3,3,3,f,1,1753.007075
19,12,4,1,145,128,717.3673899,734.0389418,1034.401114,1034.384419,817.5525265,783.9367271,3,3,3,3,3,3,j,1,2620.572402
19,12,1,7,146,166,700.6955291,1017.565697,1117.979626,1918.51092,1634.994985,917.537624,3,3,2,3,3,3,f,1,1518.47592
19,12,1,1,147,101,817.5253188,850.4411366,951.3961289,834.1897591,700.6741958,834.0428993,3,3,2,3,3,3,j,1,1102.38309
19,12,4,0,148,110,767.3832818,934.2861613,817.510478,1251.320504,884.1444335,834.1591507,3,3,3,3,3,3,j,1,1169.197606
19,12,3,0,149,172,650.6555213,767.4203834,600.7500065,800.6583657,767.4191466,667.3539716,3,3,3,2,3,3,j,1,1369.185425
19,12,1,1,150,141,650.6759273,834.1829572,1701.634815,1001.006996,700.8173456,733.975251,3,3,2,3,3,3,j,1,2036.784266
19,12,4,7,151,142,1151.173396,967.6645109,734.0302847,1768.42336,650.6879851,984.2572222,3,3,3,3,3,3,f,1,1702.850198
19,12,4,0,152,180,884.079197,784.1080122,884.2186367,1351.326625,684.0487118,683.9763639,3,3,3,3,3,3,j,1,1352.621158
19,12,4,3,154,125,683.9451366,734.1521014,684.0468566,750.6755563,1000.986899,617.2586207,3,3,3,3,3,3,f,1,1269.224752
19,12,2,0,155,116,650.6474826,717.3578055,684.199282,617.2932489,600.477929,667.2581262,3,3,3,3,3,3,j,1,2202.557096
19,12,4,6,156,184,634.0025205,684.0876683,1785.050081,2869.506352,800.819448,533.8442826,3,3,3,3,3,3,f,1,1669.751964
19,12,4,4,157,198,600.50761,984.388005,750.692561,1234.652044,400.5083523,366.8474127,3,3,3,3,3,3,f,1,1352.608482
19,12,4,0,158,171,817.4940916,1051.026907,734.0568739,1234.566401,767.4537746,667.3038846,3,3,3,3,3,3,j,1,1653.596741
19,12,3,4,159,189,1084.373103,767.4457359,666.8701065,1084.869335,1151.064565,750.8190153,3,3,3,2,3,3,f,1,2120.031338
19,12,2,5,160,185,850.6785862,867.6577709,567.181821,850.8882094,717.3698635,734.0445069,3,3,3,3,3,3,f,1,2136.783277
19,12,2,5,162,130,667.4501265,984.2099177,1218.06026,950.9385438,867.4252683,884.2192551,3,3,3,3,3,3,f,1,1069.17417
19,12,1,7,164,137,684.0919969,784.0535969,1267.925582,1434.849485,984.3929517,900.749821,3,3,2,3,3,3,f,1,2353.795729
19,12,4,7,165,132,617.2351232,834.1192666,767.533852,1101.018374,633.9938634,617.3087079,3,3,3,3,3,3,f,1,1352.776057
19,12,1,1,166,103,684.0171756,667.3100682,1551.260956,801.2278737,900.8159852,950.9839932,3,3,2,3,3,3,j,1,1652.974364
19,12,3,3,167,183,650.6128546,900.882768,1834.545006,734.6328746,817.5410868,500.4869569,3,3,3,2,3,3,f,1,1135.591391
19,12,1,3,169,153,700.7041862,734.0967583,1451.464457,1651.60903,834.1789381,700.7595291,3,3,2,3,3,3,f,1,1452.798565
19,12,1,4,170,136,734.039251,750.8329281,1217.796531,1184.548964,900.8469032,617.3065435,3,3,2,3,3,3,f,1,1486.271214
19,12,2,3,172,123,800.820994,700.2614418,751.1714795,800.9245689,567.0671153,717.4004721,3,3,3,3,3,3,f,1,1636.254581
19,12,4,1,173,158,917.6526386,817.674343,1351.091958,1334.036716,501.2691799,650.3760235,3,3,3,3,3,3,j,1,2220.214929
19,12,2,1,174,145,934.3186251,867.5699639,1418.162784,667.2655465,784.1061573,650.5640044,3,3,3,3,3,3,j,1,1235.851968
19,12,2,4,175,163,667.7611605,834.0988606,600.514103,1351.565002,733.9795795,700.835278,3,3,3,3,3,3,f,1,1819.85591
19,12,3,0,176,156,600.4275328,800.9400279,784.1475871,1534.847259,684.0388181,717.3442016,3,3,3,2,3,3,j,1,1469.338406
19,12,4,0,177,199,700.7029494,800.8145012,650.651193,1117.775259,1001.00174,517.1115135,3,3,3,3,3,3,j,1,1769.836617
19,12,2,1,178,148,583.9897203,667.2865707,700.6800701,750.794281,633.9440856,550.5340758,3,3,3,3,3,3,j,1,1402.711562
19,12,2,6,179,111,667.2992469,600.6309725,817.427309,1017.79449,567.1601782,650.0102647,3,3,3,3,3,3,f,1,1619.56757
19,12,3,1,180,129,617.3427175,583.9597301,1201.097771,633.9236798,684.0252141,1001.03173,3,3,3,2,3,3,j,1,2369.268284
19,12,4,7,182,120,550.6982498,450.3903696,800.8052257,483.8274634,417.0803481,417.1288894,3,3,3,3,3,3,f,1,1369.374951
